,index,Sentence,labels
4873,1294,"Sie sollten sicherstellen, dass Sie alles richtig machen, dass Sie die Portionen wieder wiegen, und dass Sie sich nicht weniger bewegen.",1
7643,468,"Nicht ausgraben, auf Wiedersehen sagen und es abschalten...",2
5320,4343,"Jeder glaubt, dass Übergewicht eine wichtige Rolle dabei spielt.",0
1276,2284," Wir hatten WW schon über ein Jahr hinter uns und haben auch abgenommen (ich habe 18kg damals abgenommen die aber auch so schnell wieder drauf waren) aber wir wollen ja ein gesundes Verhältnis zum Essen bekommen und nicht, das es immer im Mittelpunkt steht.",0
3490,4199,"  Ja, ich kann den Kaffee einfach nicht schwarz trinken, vielleicht sollte ich deswegen aus der Gruppe der Intervallfasten rausgehen.",0
7006,1119,Es ist eine Art List gegen mich.,0
5141,1778,"Ich versuche es immer wieder, aber es funktioniert nicht und ich muss wieder essen.",0
526,2825, Gestern habe ich zweimal im Restaurant gegessen...,1
9757,601,Ich muss Modifast morgen früh haben.,0
6523,4605,Meine Mutter ist vielleicht unschuldig an meinem Essverhalten.,0
3129,1982,"  keine ahnung,aber ich hätte ihn doch schon gern.",0
5034,685,Ich habe zu viele Fragen zu einem OP.,0
825,2566," Wenn ich im beim Einkaufen in ein Bereich mit Süßigkeiten, Limo etc komme, renne ich ganz schnell raus - das sieht zwar blöd aus, aber es hilft mir.",1
5016,3886,"Ich habe alles, was ich gegessen habe, auf die zweite Seite gesetzt, als ich alle Informationen auf die erste Seite gesetzt habe.",1
2413,2131," denn wenn ich nach einer kleinen Menge satt bin, habe ich Zeit zum Nachdenken BEVOR ich weiter essen kann - in der Zeit fällt mir dann garantiert ein, was ich tatsächlich WILL!",0
581,1388," Abends ist unterschiedlich,manchmal nur ein stück Käse mit oliven, gurken und Paprika mit frischkäse,oder etwas krautsalat mit Käse.",1
8069,3992,"Ich kann keinen Tee trinken, ohne ein paar Dinge darin.",0
9158,1297,"Ich bin mir nicht sicher, ob es Sinn macht, dorthin zu gehen.",0
1960,4006,"  Das versuche ich dann nochmal hochzuholen, zu durchleuchten und nachzufühlen und zu erspüren wie sich das für mich anfühlt, welche Emotionen ich spüre und was das für mich bedeutet.",1
477,4156, Da wäre ein selbst zusammengestelltes MMK wohl etwas flexibler!,0
9134,2495,"Es ist toll, dass ich den zweiten Bissen des Nachtischs nicht mehr brauche, sondern so zufrieden zu sein, wie ich sein kann.",0
2931,1903, ich mache das mmk seit januar.,1
2789,4491,     Wieder mal Stillstand - ok.,0
8565,4264,"Ich fange langsam an und vergrößere die Zeit, nachdem der Heimtrainer weg ist.",2
77,40," Mein Rücken schmerzt aufgrund der Lasten, die Füsse tun schnell weh, die Knie blockieren zeitweise die Bewegung, als ob sie steif wären.",0
9567,432,"Ich kann es mir noch nicht leisten, ich habe zu viel Geld für Ärzte und Prüfungen ausgegeben.",0
4774,1129,"Nach einer Stunde Ausdauersport habe ich ein bisschen Bauch, Hintern und Beine erledigt.",1
2825,2584," säuerlich, kann mir gerade die Haare frisch gewaschen haben, und das werde nicht nur ich riechen...",0
7005,1119,Es täuscht sich gegen mich.,0
6286,2069,"Am Sonntag aßen wir Kohlenstoffhydrähte, aber immer noch einige, ich wusste, ich habe etwas drauf.",1
8501,4373,Ich möchte von nun an ein paar Dinge ändern.,0
1523,3826,"  Es ist, glaube ich, nicht nur die Ablenkung, es ist auch Gewohnheit, zumindest bei mir.",0
3201,3114,"  Es ist ja nicht so, dass jeder, der an die 150kg wiegt, damit automatisch nicht mehr mobil ist.",0
7717,2948,Mit der Hitze gibt es hier wieder eine Chance zum Radfahren.,0
2156,2449," nach der op sollte ich mich dort wieder melden, dies habe ich bis heute jedoch nicht getan.",1
7652,1307,"Ich weiß nicht, wo ich anfangen soll, es gibt so viele Angebote, aber ich weiß nicht, was ich tun soll.",0
3446,3687," Und je mehr das Gewicht in den Vordergrund rückt, umso weniger traue ich mir zu.",0
9262,479,Abnehmen ist von niemandem abhängig.,0
6127,558,"Mein Hunger verschwindet, weil ich mich selbst reingelegt habe.",1
4192,698,Ich gehe erst in einer Woche dorthin zurück.,2
3123,4565," Mindestens zwei Kilos müssen so schnell wie möglich wieder runter, natürlich dürfen es auch mehr Kilos sein.",0
3736,2002," Ich esse morgens und mittags ganz normal (also Brot, Aufschnitt, Käse und mittags auch Nudeln oder Kartoffeln) und abends gibt es Salat mit Putenfleisch oder nur Fleisch und Gemüse.",1
9754,2080,"Für mich wird es das Problem sein, weiterzumachen.",0
740,1470,"  Ich durfte spüren,das jemand in mir, und zwar mein inneres Kind, einsam ist und sich nirgends dazugehörig fühlt.",0
6085,3682,Ich habe keine Therapieanfrage eingeholt.,0
4836,2046,"Du kannst es loswerden, das ist alles.",0
1990,1486,"  Guten Morgen zusammen,  heute sind es 8 Wochen....",1
4154,4125,"Ich genieße es, zu essen und mich zu amüsieren.",0
63,2287, praktisch das man langfristig lernt seine Ernährung umzustellen und nicht nur Punkte vor Augen zu haben.,0
5083,2411,"Weil die anderen Frauen nicht die gleichen Probleme haben wie ich, kann ich oder kann nicht zu schnell aufgegeben haben.",1
2019,1119,"  Hallo,  irgendwie hat sich alles gegen mich verschworen.",0
3835,184,"Es ist schwieriger, das Abendessen abzusagen, als es ist, das zu tun.",0
8206,1575,Ich muss es auf ein Stück Papier schreiben.,0
242,432,"hat mir auch versprochen all das zu machen, leider kann ich mir den noch nicht leisten, habe die letzten Monate viel zu viel geld für diverse Ärzte und Untersuchungen bezahlt,.....",0
9666,1388,"Manchmal findet man abends ein Stück Käse mit Oliven, Gurken und Paprika mit frischem Käse.",1
4096,4115,Ich habe keine Ahnung.,0
1400,427,aber mein Oberschenkel ist um ganze 12 cm geschrumpft.,0
5596,483,"Es hätte nie dazu kommen sollen, und es gab Zeiten, in denen das Gewicht von 120 Kilo mehr Grund für Depressionen als Freude gewesen wäre.",0
1763,3501, Hab Grad so ein süsshunger und seit 1 Woche nix gehabt.,1
9182,2362,"Sobald der Hunger kommt, stehe ich am Kühlschrank.",0
846,55,"   Mir ist sehr wohl bekannt, das ich eine Kur besuchen, eine Verhaltenstherapie und eine Bewegungstherapie machen könnte.",0
962,1857,  plötzlich geht auf der Waage auch wieder was.,0
100,1110,nur noch mehr übergewicht hinterher bzw doch schon mitten drinn....,0
9279,2117,"Ich denke, es ist keine gute Idee, durch die Operation Gewicht zu halten.",0
2045,2479," Ich lese doch hier, dass es doch Menschen gibt, die das schafften.",0
5290,3349,Es erfordert tägliches Üben.,0
5839,1942,"Ich habe noch ein Buch, in das ich schreibe.",1
5368,4377,"Ich könnte zum ersten Mal sagen, dass ich genug habe und den Händlerservice hinter mir lassen möchte.",1
2816,2706," Möchte jetzt mal eine BIA Messung machen lassen um herauszufinden wie gut eigentlich mein Stoffwechsel so ist, weil ich den Eindruck hab, der ist auf Sparflamme unterwegs.",0
808,3431,"  genau - 1 kg diese Woche, damit sind die 50 kg Abnahme geknackt   .",0
2836,3107," Und nein, das ist noch kein Selbstläufer - wird es nie werden, aber ich kann dir sagen, dass sich nach ein paar Wochen der Magen schon wieder deutlich verkleinert, dass man sich auch wirklich ablenken kann, wenn man nur will.",0
1184,3348,"  Und wie gesagt, meine Gewichtsabnahme funktioniert ohne zu hungern.",0
6766,3461,"Ich möchte, dass du fest bist und keine alten Verhaltensmuster mehr zulässt.",2
859,304,"    Hallo Ihr Lieben,  wie Ihr sicher schon wißt, mache ich zzt das Multimodale Therapiekonzept und werde von meinem Psychologen voll unterstützt.",1
2264,4005,") Bis ich wieder darüber nachdenke, warum ich mich eigentlich so schwer tue und woran es liegen könnte und was mir blödes passiert ist in letzter Zeit, was ich vielleicht noch nicht verarbeitet habe.",0
2766,3157," Für das Hähnchengeschnetzelte habe ich heute Sauerrahm statt Schlagrahm genommen, für die Bratkartoffeln nur 1 TL Butter.",1
6972,3094,"Ich muss noch an meinen Essgewohnheiten arbeiten, obwohl die Ernährung verbessert hat.",0
6083,571,"Ich würde denken und motivierend meinen Partner, Gewicht zu verlieren, wenn er über 40 Kilo in kurzer Zeit gewonnen.",0
2704,4479,"     Mich motiviert meine Tabelle und ich finde es auch erstaunlich, was da so an Kilos in welchem Zeitraum runter geht, wo man dann Monate oder ein Jahr später noch drauf gucken kann, was man doch alles erreicht hat.",0
4068,1324,"Ich mag keine Äpfel, Karotten, etc.",1
7529,3124,"Sie bemerken nichts, die Kleidung ist bereits so weit, dass Sie nichts bemerken, und das Gefühl ist das gleiche.",0
832,4673," Gestern war ich 2x 10 Min laufen, nicht viel, aber immerhin ein Anfang.",1
9384,3562,"Ich weiß alles, aber ich kann es jetzt nicht schaffen.",0
1781,4137, Und plötzlich scheint so eine scheiß Magen-OP doch eine Option für mich zu sein.,0
8756,1045,"Ich versuche es zu verbergen, aber es will nicht wahr sein.",0
5105,3118,"Ich habe mich immer gefragt, warum ich nicht alles, was ich wollte zu verwalten, nur nicht um mein Gewicht zu reduzieren.",0
1815,657, Ich bin in den Wechseljahren und da sinkt der verdammte Grundumsatz bekanntlich noch einmal rapide.,0
3660,1172," trotz dem, dass die Waage sich erstmal nicht mehr nach unten bewegt, muss ich ein neues Loch in meinen Gurt machen.",0
2218,3961," Mir ging es aber psychisch gar nicht gut und ich zweifelte auch daran, ob die Heimübungen überhaupt noch Sinn machen.",0
2773,2458, Aber ich habe nicht eine halbe Stunde später weiter gefuttert sondern es so gelassen.,1
9027,1327,"Da ich kein Dumping bekomme und diese pädagogische Maßnahme nicht habe, muss ich nicht wie alle anderen Operationen selbst davonkommen.",0
4510,2172,"Vor 2,5 Jahren begann ich, Gewicht zu verlieren.",1
6668,1710,Ich benutze es nicht.,0
8612,4169,Ich habe LC1-Naturjoghurt bestellt.,1
8604,2672,Das Gewicht liegt auf dem Boden.,0
5391,81,"Werden Sie in der Lage sein, es zu schaffen?",0
4393,649,"Ich bin der wieder aufgebaute, der nichts verliert.",0
5561,743,Im Moment haue ich ab.,1
8559,792,Ich war heute Morgen am Rande und hätte schreien können.,0
9089,1009,888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-270-6611 888-270-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611-6611-6611 888-270-6611 888-270-6611-66-66-6611 888-888-270-66-66-66-11 888-888-270-270-66-66-66-66-66-66-6611 888-270-868-,0
3319,70,"und als meine gesundheit so sehr darunter gelitten hat das ich merkte-wenn du so weiter machst schaffst du keine 2 jahre mehr bei dem streß-erst dann habe ich mich entschieden um eine op zu kämpfen,weil ich wusste das ich den willen nie hätte aufbringen können es so zu schaffen.",1
782,3080," Selbst der AC hat mir bescheinigt, dass nicht er, sondern ich das geschafft habe und darauf bin ich sowas von stolz, das geb ich nicht kampflos wieder her!",2
4346,1881,"Ich will manchmal Schoki saugen, aber ich will es nicht hin und wieder tun.",0
8728,2940,"Ich ändere die Art, wie ich koche.",2
797,1174,"   trotz all den, dass man behauptet, dass son Gewichtsstillstand ja auch was positives sei, angeblich ordnet der Körper sich neu ein, auf einen neuen Grundumsatz etc aber mich nervt es manchmal einfach nur noch..",0
5968,2257,"Du kannst nicht mit dem Kopf zurücksteuern, wenn die Spirale wieder nach unten dreht.",0
1986,1364,"bzw man kann wieder rückfällig werden, und sollte bei mir wieder sowas passieren, werde ich diesem Post von Elbenseelen lesen.",2
842,2887, Bin ja toral untrainiert im Moment.,0
721,892," ich verstehe es nicht, dass ich dabei nicht nein sagen kann..",0
1939,3969,"  War schon fleissig: Rechnungen via E-Banking gemacht, EB-Bericht geschrieben, die Therapiestunde vom Psychiater aufgeschrieben, dass Esstagebuch nachgeführt und die letzten Tage ausgedruckt.",1
3525,1955," naja ich kann schon,aber es nützt nix  :zwinkert:  die meiste zeit esse ich,wenn ich hunger habe und das ist das was ich immer wollte.",0
275,116, Ich esse im Sitzen am Esstisch und nicht stehend vor dem Kühlschrank.,1
5274,3755,"Ich will keinen OP in Betracht ziehen, weil ich nicht versucht habe, Gewicht zu verlieren, aber ich möchte an den psychologischen Ursachen arbeiten.",0
2660,2211,"  meinen letzten Kreislauf unterbrach ich mit knallharten Entzug; kein Mehl, kein Zucker...",1
7604,2880,Ich bin sehr stark.,0
8797,3138,"Viele von ihnen sind immer noch nach Operationen, um Gewicht zu verlieren.",0
8671,3531,Ich möchte meine Freizeit zu meinem Vorteil nutzen.,0
6183,3734,Ich will nächste Woche ein großes Kind haben.,0
1110,4317," Nun, ich esse mehr Gemüse und ich mache Intervall-Fasten (8/16).",1
3432,176, Ich hab es gestern mal mit dem Dinner Cancelling versucht und nur einen Eiweißshake getrunken.,1
2737,2339, An der Hüfte und an den Oberschenkeln habe ich kaum etwas abgenommen.,0
9270,2834,"Seit ich in die Mitte der Stadt zog, blieb ich stehen.",1
2145,2556,ist zwar sehr schwer aber seid Weihnachten habe ich mein Essen umgestellt und habe nichts mehr an Naschereien  gekauft .....,1
8766,3985,Die Portionsgrößen werden viel diskutiert.,0
1162,4588," Deshalb boykottiere ich mich eigentlich immer selbst, denn der Verstand sagt, keine Schokolade, und das Gefühl sagt, scheiß drauf, her mit der Schokolade.",0
9479,3852,Du solltest dich um Zucker und Zucker beugen.,1
1147,1989, Ich bereue es bis jetzt nicht.,0
5098,3677,"Ich möchte, dass alles bis Ende September umgesetzt wird.",0
5351,2203,Ich bin seit drei Tagen in einem Zustand der Zerrüttung.,1
2389,4180," Also auch unbedingt frühstücken, was mir noch etwas  Mühe bereitet.",0
2630,3764," Das fällt mir sehr schwer, weil auch das Ändern von Gewohnheiten schon Stress und Anstrengung verursacht.",0
1407,4341,  Hallo Suxess  Bei mir sind es eher die Portionengrössen.,0
4293,625,Ich habe nicht genug Energie.,0
595,1807,regiert meine Seele wie immer....,0
6520,1006,Ich kann nichts dafür.,0
1741,3159,"  Da ich jetzt im Winter mehr Zeit habe, werde ich mir einen Essensplan (Mittagessen) für die Woche machen.",2
343,27,wofür nur weil ich Probleme habe in den Bus zu steigen weil ich mich schäme im Gang stecken zu bleiben und mich durchquetschen zu müssen oder den Bus zu verstopfen !,0
7884,2462,Ich spiele heute mit der Idee.,0
934,821,Fernsehr bleibt auch unter der woche mal gut 3-4 Tage oder mehr aus....,0
8836,1879,"Ich weiß nicht, wie das sein kann, aber wir wollen uns nicht beschweren.",1
3848,2559,"Es gab einen Schock, als ich zuerst gewogen wurde.",0
2831,3526," Insbesondere mit der Schichtarbeit habe ich so meine Probleme, wenn ich nicht richtig schlafen kann, und dann noch mit leerem Magen...",0
8447,3048,"In meinem Job erstelle ich selbst Essenspläne und mache Konsultationen, ich bin mit guten und schlechten Fetten vertraut, und ich weiß, welche Zucker funktionieren und welche nicht.",0
7741,2667,"Etwa 1,5 Jahre vergingen, bevor ich gaaaaaanz stoppte.",1
6436,4028,"Ich habe ein Problem mit dem Frühstück, da ich es nie hatte.",0
7178,4384,"Wenn ich abnehmen will, muss ich viel Fleisch essen.",0
1218,2821,  Immerhin war ich gestern morgen in aller Frühe schon beim Hautarzt.,1
2965,302, Jetzt gibt´s erstmal Frühstück  :kaffee: und dann fahre ich um 10 Uhr zum Reha-Sport  :sport:.,2
4320,1549,"Es kostet mich Mühe, dass es bis jetzt nicht gekostet hat, also sagen wir einfach, es funktioniert.",0
3274,3945,"  ---  Gestern habe ich meine Vorhaben, mehr oder weniger, durchgehalten.",1
6340,4279,"Ich will"", ""Ich will"" und ""Ich will"" sind die Einzigen.",2
5748,4656,"Dies ist eine Sache, die Sie ändern können, wenn nötig, aber niemand weiß, ob es das gleiche sein wird, bevor.",0
3017,3092," Ich habe Angst vor dem Tag, wo es eben doch wieder zur Zunahme führt und versuche, jetzt wieder gegenzusteuern.",0
3814,3050,"Im Haus gibt es immer etwas anderes zu essen, wenn der Elch bis zum Mittagessen anhält.",1
3292,194,"     Mir geht es so oft auch so: Wieso hat die es drauf, wieso kann die das alles und ich nicht.",0
8826,2206,Ich esse am nächsten Tag Erdnussbutter und Schokolade.,1
6389,4172,Damit bin ich mehr als zufrieden.,0
7837,217,"Wenn man nicht kasteit, funktioniert der Rückgang besser.",0
7369,1404,"Wenn ich es noch mal vergesse, soll ich den Teufel kriegen.",0
540,2671,dafür sind meine Beine nach den OP´s ziemlich dick geworden.,0
9095,2169,"Ich weiß, dass sie falsch liegen.",0
6754,1665,"Ich hoffe, es geht nicht weiter.",0
1940,3143, In meinem Denken und Handeln etwas zu verändern sehe ich als weitaus schwieriger an.,0
4280,2068,"Am Morgen habe ich gut gegessen, am Nachmittag habe ich gut gegessen, und am Abend habe ich sehr wenig gegessen.",1
127,3309," Kein Wunder, dass ich zugenommen habe.",0
904,441,"und im liegen, war mein Bauch nicht mehr nach aussen gewölbt, sondern so wie ich es kenne...",0
5291,3344,"Ich weiß, dass das allererste Ziel für jemanden mit Fettleibigkeit nicht zu erhöhen ist.",0
3772,4252," aber lernen muss ich sowieso, sonst erzieht mich hinterher der Magen mit Dumpings/Erbrechen..",0
9765,3322,"Ich habe keinen Hunger, weil ich am Verhungern bin.",0
3575,3448,  Aber das wichtigste ist erst einmal die Gesundheit und die Zufriedenheit!,0
5339,4675,"Ich quäle mich nicht mit Diätplänen, die nichts tun.",0
194,2536," aber klar ich merke, dass ich so nicht vorwärts komme alleine und ohne hilfe.",0
1777,54," Es stellen sich also häufige Situationen ein, die mich in meiner Person beschämen oder verletzen.",0
1612,11, Überhaupt kommt mir hier in Berlin alles viel schwieriger vor.,0
6157,426,"Es hat sich nicht viel verändert, aber mindestens 2 CM...",0
2442,25," Ich schätze, ich gehe dann im neuen Jahr mal zur SHG in Ratingen, da sind ja wohl auch Bypässler und höre mir mal da Erfahrungsberichte an.",2
