,index,Sentence,labels
512,4644," Oder wenn ich arbeite und abends noch zu einem Spieleabend gehe, dann kann ich dazwischen auch nichts anderes zusätzlich machen.",0
5605,4420,Das konnte ich vorher nicht tun.,0
3585,1316,"hängende Haut will wahrscheinlich niemand hier, wohl aber eine bessere Lebensqualität..",0
1959,1413," Konnte die Gedanken von,oh nein zugenommen,heute mußt du aber dran ziehen und ganz wenig essen....",0
145,3515, Ab 45 Jahre werden laut SHG-Leiter Whos-OPs bei Frauen seltener genehmigt.,0
1392,2116,"  Von meiner eigenen Erfahrung kann ich nur sagen, dass es mir problemlos möglich wäre, alles wieder zuzunehmen - hört sich schlimm an - ist aber so.",0
2989,3352,  Ich treibe auch schon mein Leben lang immer gerne Sport.,1
4131,2791,Ich glaube es nicht.,0
1287,2814," Bei mir ist ein längerer Gewichtsstillstand immer sehr mit Frust verbunden und ich lass es schleifen, weil ich so frustriert bin.",0
4053,2037,INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals,1
1102,2973,"  Es ist irgendwie ein Abenteuer, die Suche nach Essen, das mir schmeckt und meine neuen Ansprüche erfüllt.",0
5400,28,Ich möchte meinen Krepr mit Ihnen sehen.,0
1443,671,Mache Aerobic..,1
1231,719,ca 3 Kilo pro Monat..,0
3312,7, Was tu ich nur meiner Familie an etc Nix mehr.,0
4562,1847,"Die, mit der ich heute losfahre, ist die, die zu früh war.",0
5208,952,Das ist eine Herausforderung.,0
5593,2647,Das steht mir außer Frage.,0
4676,612,Ich laufe nicht schnell.,0
4616,4098,888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884-888-38884-388-888-888-888-888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-88-888-888-888-888-888-888-888-888-888-888-888-388-888-888-888-888-888-888-388-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-388-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-8-8-8 888-389-388-888-888-888-888-888-888-8 888,0
2117,1121,  Ein Affe bewegt sich besser als ich.,0
3623,3193,gesunder Rücken und Cross fit box  Bin voll motiviert    @ Margarita .....,2
1224,4193," Jetzt achte ich noch mehr, was ich esse.",1
3169,1436," Muß dazu sagen, hatte auch kein schlechtes gewissen beim essen,ok bis auf die Pommes, die mußten nicht sein,aber nicht weils Pommes waren,sondern weil ich sie süchtig gegessen habe,geheim und schnell im stehen.",1
2160,2781, Ich will mich nicht aufgeben...,0
4976,3217,Ich kämpfe immer für meine Rechte.,0
2784,975,es ist schon alleine ein riesen Erfolg ;),0
3179,1546, Na dann kann ich ja jetzt auch weiterfressen.,0
4170,152,Dafür habe ich zu Abend getanzt.,1
2364,587, Bin auf alle Fälle noch richtig motiviert.,0
1252,710," Aber ich hoffe, wenn ich es langsam angehe, fällt es mir vielleicht leichter, dass Gewicht anschießend zu halten.",0
1211,3247,"  Und Du hast recht, 5 kg sind ja weg und mein Weg geht weiter...",0
183,1777," ich werde wachsam sein und alles versuchen,damit es so bleibt und ich irgendwann mein inneres kind auch alleine halten kann.",2
2974,3289," Das war am Anfang nicht wirklich einfach, aber wir (also Freund Körper und ich) haben das irgendwann gut hinbekommen.",0
4149,3667,"Du bist versucht, es loszulassen.",0
1277,2940,"aber ich fange an, anders zu kochen.",2
4486,2072,"Alle Anwesenden wollten, dass ich es versuche.",1
2813,1831," das ganze geht mir auf die nerven und ich merke das ich die ganze zeit am jammern bin, böhh es geht nix mehr runter und ich will doch und dies und das....",0
4785,1264,Ich mache schon lange ein Programm.,1
148,3433,"  Je mehr man (ich) abnimmt, desto mehr habe ich das Gefühl meine ""Schutzmauer"" um mich zu verlieren.",0
179,109, Ich war jetzt seit Dezember 07 4 mal bei der Ernährungsberaterin.,1
4309,2305,Es gibt externe Links zur offiziellen Website.,2
708,73,"  Aber wie lange kann man ganz auf Zucker und Kohlehydrate verzichten, um das gewicht dann zu halten?",0
4499,148,"Ich will in der Lage sein, mich selbst zu behandeln, was ich will.",0
1866,1209," Du hast recht, vielleicht sollte ich auch schon mal einfach mit ein paar Dingen anfangen.",0
3808,1860,Ich will es nicht mehr nehmen.,0
752,1157, ich habe drei Brote mit NUtella gefrühstückt und bin nicht satt.......,1
4791,1254,"Was das Böse jeden Monat betrifft, so hatte ich nichts auf dem Hut, aber ich betrat es, als ich den Freitag wiegte.",0
3292,194,"     Mir geht es so oft auch so: Wieso hat die es drauf, wieso kann die das alles und ich nicht.",0
5510,1132,War im Krankenhaus in der Bewertung.,1
684,3662, Der Blick in den Spiegel verursacht mir schlechte Laune.,0
3012,1758, und ich möchte einfach so gerne bis Sommer so wenigstens in die Richtung von 100 kg kommen...,0
73,4666," :-)  Könnte besser sein, wegen Problemen mit den Sehnen und dem Rücken, aber ich kann schon 2x in der Woche was machen, meistens ein langer Spaziergang, so 1-2 Stunden, mit Steigungen, wo ich auch ins Schwitzen komme.",1
5091,3596,Es gibt nur einen Weg.,0
2844,885,"  Sicherlich habe ich viel dazu gelernt, aber die SUCHT nach Süßem ist genauso wieder da und Dumpings bekomme ich seltsamerweise auch nicht mehr.",0
5,950, Wenn da nicht der verfluchte innere Schweinehund wäre.,0
2245,372,", ich weiss nicht , was erst passieren muss , ehe es klick macht , im kopf, um endlich allen versuchungen widerstehen zu können , ich hab auch noch keinen arzt , der mein problem .",0
5626,416,"Und dazwischen, statt Wasser.",1
4410,1857,Etwas ist auf der Skala.,0
3096,4566, Aber auf keinen Fall noch mehr zunehmen!!,0
3662,2927,  bei mir ist auch gerade der völlige stillstand angesagt.,0
3497,3045," Nur leider sagt mein Körper jetzt im Alter von kurz vor 50: Stopp, JETZT hab ich Diabetes.",0
5453,4566,Aber keine Zunahme in naher Zukunft.,0
1079,3822," Aber ich glaube, das liegt bei mir auch daran, dass ich durch das restliche Leben mit den Energiereserven immer am Limit war und bin.",0
4029,1941,Zu den Referenzen gehören externe Links.,1
2572,1543, Hab ich jetzt versagt?,0
3259,920,"  Guten Morgen meine lieben Mitstreiter,    ich bin richtig am verzweifeln.",0
342,1941,de immer wieder aufgeschrieben.,1
1351,3251, solange ich mit denen niedrig bleib ist alles gut..,0
106,1926, da weiss ich das ich es nie so in mein leben einfliessen könnte.,0
5502,1740,Es gibt Links zu anderen Websites.,1
3070,1480," Super lecker,ich habs ohne Brötchen genommen.",1
126,4290,"  Dann begann ich leicht zuzunehmen, weil ich mit dem Hunger nicht mehr klar war und Sport ging wegen Panik schlecht, weil ich mit Panik reagiere, wenn ich ausser Atem komme.",0
718,1829," um aus dem karrussel von essen rauszukommen gibts heute morgen nen eiweißshake,wenn man sich schöne dinge einredet,schmeckt das sogar   heute mittag dann vernünftig mittag und heute abend wieder eiweißshake,das jetzt mal so bis nächste woche freitag,und dann wieder ein bißchen umstellen.",2
3658,4265, Jetzt momentan mache ich 2x pro Tag 10 Minuten und arbeite noch mit dem Theraband.,1
4539,3255,"Ich kann es mir nicht leisten, ins Gymnasium der Universität zu gehen.",0
3705,4163,"  Und ja, für mich fühlt es sich an wie ein persönliches Versagen..",0
4060,2037,INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals,1
1156,2588,"  Mein Körper sehnt sich so sehr nach einer gesunden Ernährung, ich möchte kein gut und böse mehr ich möchte eine Regelmäßigkeit die ich mein Leben lang behalten kann, die mir aber auch eine Abnahme bringt..",0
5567,2907,Mit meinem Gewicht war es aus.,0
4690,3239,Das ist der Grund für den Plan.,1
1184,3348,"  Und wie gesagt, meine Gewichtsabnahme funktioniert ohne zu hungern.",0
1594,2251," Ab uns an mache ich zu Hause ein paar Übungen und freue mich, wenn ein bisschen Muskelkater zu spüren ist.",1
1526,3239, Deswegen der Essensplan.,1
2122,2516,"   Bisher aß ich nur, wenn ich Hunger hatte, oder Frust oder Langeweile, weils über ist oder weil's halt schmeckt.",1
4235,722,Ich konnte die Finger nicht auf dem halben Tisch lassen.,1
1875,728,"Hab heute schonwieder 1 1/2 Stunden Aerobic hinter mir und ich denke mal, dann werde ich diese zunahme schnell wieder abgearbeitet haben :-) !!!!",1
4452,4053,Ich kümmere mich stark um Fodmap.,1
291,2323," Quasi alles unternehmen, damit ich so fit wie möglich in die OP gehe.",0
4666,945,Ich habe es vor einem Jahr versucht.,1
2929,3952," Aber ich mache mich deswegen nicht verrückt, Schwankungen gehören leider dazu.",0
4318,2305,Die Links sind von der offiziellen Website.,2
5439,4566,Keine Erhöhung mehr.,0
832,4673," Gestern war ich 2x 10 Min laufen, nicht viel, aber immerhin ein Anfang.",1
1692,3886," Dort schreibe ich jeden ""Krümel"" rein, was ich gegessen habe - auf der zweiten Seite beim Ausdrucken steht dann alle detaillierten Angaben drauf.",1
3123,4565," Mindestens zwei Kilos müssen so schnell wie möglich wieder runter, natürlich dürfen es auch mehr Kilos sein.",0
4506,1291,"Anfangs war es anstrengender, weil es keine Bedingung gab.",1
5164,598,Ich fühle mich wie in einem Rehabilitationszentrum.,0
3865,3357,Nichts stimmt.,0
3673,2486, AQn manchen Tagen würde ich mich am liebsten sofort operieren lassen und schnell dünner werden.,0
5587,147,Weil ich weitermachen will!,0
339,142," Gerade kämpfe ich gegen die Lust, die guten Schokoriegel zu überfallen, die mein Mann für meine Tochter mitgebracht hat.",1
3983,1377,Es ist nicht schlecht.,0
4808,4321,"Ich hoffe, die Skala zeigt nur eine kleine Menge.",0
226,4178,  Habe soeben ein Protein-Pudding gegessen.,1
927,2963,und habe Tacheless geredet wegen meinem Gewicht.,1
4133,2791,"Ich glaube nicht, dass das stimmt.",0
5021,1032,Ich werde es ausschalten.,1
3175,3883," Rausgehen, wann immer möglich, ansonsten ganz brav meine ""Heim-Übungen"" machen.",2
3887,2910,"Ich war mir nicht sicher, was ich denken sollte.",0
2563,4538,"  Kaffee schwarz ist erlaubt - den kann ich so aber nicht trinken, sondern brauche ein klein wenig Milch drin.",0
3476,3032,   Damit ist ab heute Schluss!,2
252,2039,So wollte ich es immer haben und so ist es gekommen.,0
3700,3249," Aber auch diese minus 14 kg sind eben besser als vielleicht noch mal plus 11 kg nach oben, das wären dann schon 25 kg Unterschied.",0
4749,4355,Ein Schnitt oder eine kleine Puppe.,1
5105,4151,"Das Problem besteht nicht darin, daß ich bis heute kein Entschließungsprotokoll vorlegen kann.",1
3271,964,  Klamottenmäßig merkt ich es natürlich auch wirklich enorm..,0
4314,2305,Es gibt Links auf der offiziellen Website.,2
1281,2455," was nützt ein therapeut wenn ich den arsch  nicht hochkiege, um was zu ändern!",0
3372,4708,  Das mit dem aufschreiben werde ich wohl wieder machen.,2
926,959,"weder das die Haut hängt, noch das ich krampfhaft irgendwie auf die suche gehe um nach was süssen zu schauen...",0
2472,1022,langsamer kauen...,1
5668,3204,"Ich habe keine Angst, weniger zu sein.",0
15,855,"  Hallo kiwi, ich habe gerade dein letztes Fitnessstudioposting gelesen, man, so ging es mir am Donnerstag, am heißesten Tag des Sommers habe ich wieder mit dem Studio angefangen.",1
3564,1996,"  Nach diesem Schritt hab ich noch mehr an mir gezweifelt: alle anderen können, nur ich nicht...",0
4512,3987,"Es ist der beste Weg, bis jetzt zu fahren.",0
5219,1704,Es kam zu einem Anfall.,1
274,2335,"  Ein Nebenprodukt der Ernährungsumstellung (und nicht unbedingt der Abnahme) ist die Tatsache, dass ich nun nur noch alle 4-6 Wochen Migräne habe...",0
131,620,  hör mir auf mit festen ich sündige samstag ganz schlimm das weiß ich jetzt schon ich weiß garnit ob ich soviel ruhigen gewissens aufschreiben kann   :hihi: :hihi: :hihi:,2
5768,1805,Ich werde trotzdem essen.,0
816,538," Dieses Jahr feiern wir unsere Silberhochzeit, also bin ich schon über 25 Jahre so schwer wie heute, eher damals noch etwas schwerer und kenne mich gar nicht schlank.",0
1338,2528," Damit habe ich am xx/xx/xxxx angefangen und schreibe immer noch - weil mir diese Art Kontrolle wirklich hilft mein Essverhalten und vor allem die Mengen in ""vernünftigen"" Bahnen zu halten.",1
166,2482, Ich habe vor das evtl nochmal zu versuchen.,2
1894,3374,ich werde ihn finden.,2
4216,1103,"Danke, ich muss eines Tages müde werden.",2
3146,2245," Es ist mir wichtig zu wissen, wie meine jeweiligen Reaktionen sind, denn das Leben bringt einen einfach in Situationen, wo alte Gewohnheit, Trostpflaster oder sonstige kontraproduktiven Verhaltensweisen sofort zu Stelle sind und die Arme weit auf halten.",0
3305,198," Und spätestens wenn die ersten Falten auftauchen, ist  man ""gepolstert"" doch im Vorteil.",0
1747,4321," Hoffe, dass morgen die Waage nur noch 107,0 anzeigt.",0
1744,4668," Vermutlich war ich da in letzter Zeit auch abgeneigt, weil ich es als Einschränkung empfunden habe und schnell frustriert war, wenn ich das gesetzte Limit nicht eingehalten habe.",1
3142,4690, Endlich ein Ziel erreicht.,0
5713,2139,Ich bin seit der Operation in guter Verfassung.,0
260,2582," Dazu kommt, was mir wirklich mehr als peinlich ist...",0
4045,4365,Das kann eine Weile dauern.,0
632,2737, Für mich gab es Quark mit frischen Aprikosen und es hat mir gemundet.,1
4094,3864,Das muss getan werden.,0
4803,4321,"Die Skala wird voraussichtlich erst morgen 105,00 zeigen.",0
543,623,"  Ich habe festgestellt, dass in meinem Fall zumindestens, ist es wirklich wichtig, bei dem Zeiten der Mahlzeiten genauso konsequent zu sein, wie beim Sport oder sonstigen Sachen...",0
2593,1415," Das tägliche wiegen mag ja für einige Leute überhaupt nicht gut sein,aber für mich bietet es ein Feld der Selbstforschung,um die ungebetenen Gedanken zu erkennen und zu eliminieren.",0
2309,1979," Zusätzlich mache ich zur zeit 3x die woche sport, 2x Aqua 1x fitness..",1
2224,929, frust ...,0
3300,2232,"um wieviel es mir jetzt schon besser geht ,und was ich jetzt schon alles wieder besser machen kann als vorher,die klamotten die mir jetzt wieder passen die ich nicht mehr anziehen konte vorher und das hilft mir auch....",0
5754,1495,"Auch wenn es gesund ist, hat es sich eingekrochen.",0
1519,4677, Wobei auch 1-2 Riegel Schokolade ab und zu dazu gehören darf.,0
4323,2305,Links zur offiziellen Website,2
1042,2748," Ich für mich, werde immer aufs Essen wie auch auf genügend Sport achten müssen, sonst hätte ich nicht so lange für ein relativ normales Gewicht arbeiten müssen.",0
5013,617,Es war eine gute Passform.,0
4321,2305,Es gibt Links zur offiziellen Website,2
5238,3901,"Da ich nur an der Achterbahn laufen kann, kann ich nichts anderes tun.",0
1908,3308, Die ganze letzte Woche war ich sehr müde und konnte mich nur ab und an zum Schwimmen aufraffen.,1
147,256," Die Jeans drückt nicht mehr, die Shirts sehen gleich ganz anders an mir aus.",0
4770,253,Morgens können Sie auch etwas schütteln.,1
634,1187,"nicht mehr, stets und immer, aus langeweile, sondern wirklich wenn ich Hunger habe...",0
2082,3781," Abends aber, wenn Ruhe einkehrt und der Tag wirklich zu Ende ist, dann könnte ich dies essen und das und jenes, am besten wirklich hochkalorisch und süss und fettig.",0
404,4512," Also gestern noch ein UHU und heute dann wieder 100,4.",0
4351,461,"Auf eine ""konventionelle"" Art haue ich auch ab.",1
3954,4145,Das macht mir nichts aus.,0
1437,4346," So, muss ich dort halt etwas nachhelfefn.",0
2031,3971,    So darf es weiter gehen.,0
1288,1358,   Seit zwei Jahren mache ich eine analytische Psychotherapie.,1
2999,4278," Nicht mehr, ob ich darf oder nicht darf..",2
246,2986,aber so werde ich es nie schaffen...,0
5738,220,Im Sport ist mir auch sehr kalt.,1
3211,4721, Irgendwie ist das alles aus dem Ryhtmus gekommen.,0
4208,2091,"Ich glaube nicht, dass das stimmt.",0
1159,1142,  Nun habe ich mir für die Arbeit morgen noch Tortelini mit Mozarellasoße gemacht.,1
