,Sentence,labels
10947," Ich bin immer wieder enttäuscht, wenn ich Gewicht verliere und es wieder zulegen.",0
16773," Ich habe mich entschieden, nicht mehr zu essen.",1
25135," Ich möchte mein Gewicht reduzieren, damit ich mich besser fühle.",0
5122, Ich würde gerne weniger davon essen.,0
1280, Ich möchte 75 Kilo wiegen.,0
17378, Ich kann mir auch kein gesünderes Essen leisten.,0
12508," Ich möchte mich auch besser fühlen, weil ich so viel Angst habe, dass ich krank werde.",0
22650," Ich möchte gesünder leben, weil ich nicht mehr so viel essen will.",0
12160, Ich esse nur noch gesunde Lebensmittel.,1
8387," Ich habe eine Diät gemacht, aber es ist mir nicht gelungen.",1
22991, Ich habe eine Familie und möchte gesund bleiben.,0
22355, Ich möchte einfach gesünder leben.,0
1160, Ich möchte abnehmen.,0
7947," Ich will nicht mehr so viel essen, als ich möchte.",0
2385," Ich möchte gerne, dass ich mich in einem gesünderen Gewicht fühle.",0
24576, Ich kann nicht länger so weiter machen wie bisher.,0
1411, Ich möchte mehr Zeit mit meiner Familie verbringen.,0
9111, Ich werde meine Ernährung umstellen und viel Sport treiben.,2
17760, Ich darf nicht zunehmen.,0
13356, Hallo!,0
22607, Ich würde gerne weniger essen und fitter sein.,0
11796," Ich habe einen Bauch, der nicht weggeht und ich möchte mich in meinem Körper wohler fühlen.",0
7869, Ich will das mit einer gesunden Ernährung und Bewegung schaffen.,0
11378," Ich habe keine Freunde mehr, weil ich nicht mehr ausgehen kann.",0
14674," Ich habe das Gefühl, dass ich viel zu viel Zeit damit verbringe, mich um mein Gewicht und meine Gesundheit zu kümmern.",0
18368, Ich möchte mein Gewicht reduzieren.,0
18227, Ich habe mich sehr auf Diät konzentriert und meinen Kalorienverbrauch durch Sport reduziert.,1
19897," Ich brauche etwas, das mich zum Sport motiviert.",0
21501," Ich habe Diäten gemacht, Sport gemacht, ich habe viel gegessen, ich habe nichts gegessen und ich habe alles wieder zugenommen.",1
8907, Hallo!,0
22017, Ich will in den nächsten Tagen mehr Sport machen.,2
9848," Ich habe mich auf eine gesunde Ernährung umgestellt, habe angefangen Sport zu treiben und mein Durchhaltevermögen ist gestiegen.",1
1848, Wie wäre es mit einem Abnehmplan?,0
22477, Ich möchte gesund sein und vor allem das Gewicht halten.,0
1514, Ich weiß nicht.,0
123, Ich würde gerne mehr Sport treiben.,0
8901, Ich möchte mehr Sport treiben und weniger Süßigkeiten essen.,0
16644," Ich habe mich geschämt und mich selbst gehasst, weil ich nicht schlank war.",1
9873," Ich habe einige Änderungen in meinem Lebensstil vorgenommen, die mir beim Abnehmen geholfen haben.",1
19195, Ich werde meine Ernährung umstellen und mich an einen gesunden Lebensstil halten.,2
6005, Mein Gewicht ist immer ein Problem für mich gewesen.,0
10121, Ich wäre glücklicher und gesünder.,0
300, Ich möchte mehr Sport treiben.,0
17604, Ich muss meinen Körper wertschätzen und mich darum kümmern.,0
25122, Weil ich mich nicht mehr wohl fühle.,0
12544," Ich möchte keine Medikamente mehr einnehmen, um meinen HbA1c-Wert zu senken.",0
7870," Ich brauche eine App, mit der ich alle meine Lebensmittel und Mahlzeiten eintragen kann.",0
2614, Außerdem will ich länger leben.,0
18241," Ich habe mich selbst verflucht, weil ich zu dick bin.",1
10435, Ich war schon immer ein guter Läufer.,0
4875, Ich könnte mehr Sport treiben.,0
21179," Ich werde eine Diät machen, mehr Sport treiben und mich bewusster ernähren.",2
16303, Ich werde meine gesunde Ernährung aufrecht erhalten.,2
21467, Ich habe bereits die ersten Schritte unternommen.,1
2664, Ich muss mehr Sport machen.,0
21190, Hallo WeightWatchers!,2
24144, Ich wiege mich regelmäßig (zwei Mal pro Woche).,1
10160," Ich würde mich besser fühlen, ich würde mehr Energie haben, ich würde meinen Körper wieder lieben und ich würde einen Lebensstil pflegen, der mir lange hilft.",0
8985," Mit dem Sport komme ich gut voran, aber der Erfolg ist nicht so wie ich es mir vorgestellt habe.",0
19172, What will you do to make yourself happier with your eating habits?,2
492," Es ist einfach schwierig, sich zu kontrollieren.",0
6231, Heute kann ich das auch mit meinem Smartphone.,1
18113, Ich will endlich gesund und glücklich sein!,0
7802, Die App sollte auch einige gesunde und leckere Rezepte bereitstellen.,0
3623," Ich habe schon viele Diäten ausprobiert, aber keine hat funktioniert.",2
11222, Ich würde in meinem Leben keine großen Veränderungen erleben.,0
21816, Ich habe schon immer mehr an mir herumgemäkelt als an anderen.,0
20028, Ich bin geduldig und ich kann mich gut konzentrieren.,0
18691," Ich bin überwiegend Vegetarier, was mir sehr gut tut.",0
21117," Ich werde kleinere Portionen zu mir nehmen und weniger Süßigkeiten, Fertiggerichte, Fast Food und andere ungesunde Lebensmittel essen.",2
3312," Einverstanden, das ist ein guter Plan.",2
183," Wenn ich die Wahl hätte, würde ich gerne ein gesünderes Leben führen.",0
4028, Ich bin ein ,0
13365," Was muss noch passieren, damit du weiterhin bei Essen und Bewegung auf dem richtigen Weg bleibst?",0
12822," Ich werde mich auf meine Ernährung konzentrieren und versuchen, meinen Sport zu intensivieren.",0
6757, Ich möchte mein Gewicht halten und auf eine gesunde Weise abnehmen.,0
6844, Ich möchte mehr Zeit für mich haben.,0
10184, Ich würde auch mehr Spaß im Bett haben.,0
9773, Ich habe mein Essen zu Hause selbst zubereitet.,1
14887, Das ist echt anstrengend!,0
20858, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
10242, Ich wünsche mir ein gesundes und ausgeglichenes Gewicht.,0
14376," Das hat mir viel Spaß gemacht und ich habe es genossen, endlich mal wieder etwas Zeit für mich und meine Familie zu haben.",1
3591," Ich habe versucht, mich zu bewegen und gesünder zu essen.",2
15659," Was muss sich ändern, damit du mit der Gewichtskontrolle besser zurecht kommst und das Abnehmen dich weniger anstrengt?",0
4384, Ich esse jetzt viel mehr Gemüse und Obst.,1
6534," Ja, ich habe mich schon auf den Weg gemacht.",1
9405, Hallo!,0
25404," Ich möchte mein Leben verändern, um ein gesünderes Gewicht zu erreichen.",0
25132," Ich habe das Gefühl, dass ich mein Leben nicht mehr im Griff habe.",0
9957, Ich gehe dreimal die Woche zum Krafttraining.,1
21326, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,2
17013, Ich habe schon so viele Diäten versucht und habe es nie geschafft.,0
16304," Ich werde die Kontrolle über meine Ernährung behalten, indem ich mich daran erinnere, dass ich ein Gewichtsverlustprogramm bin.",2
5999," Ich möchte Dich bitten, mein Gewicht zu kontrollieren.",0
3560," Ja, ich bin bereit!",2
1376, Ich möchte mehr Energie haben und weniger Stress.,0
8100, Ich werde mir morgen einen Plan für meine Ernährung und Bewegung aufstellen.,2
19202, Ich habe schon so viele Diäten versucht und wieder aufgegeben.,2
6545," Ja, ich habe mir einen Plan zurechtgelegt und möchte diesen erstmal so lange beibehalten, bis ich mein Zielgewicht erreicht habe.",1
9240, Auch werde ich mehr Wasser trinken.,2
11828, Ich werde einen Termin bei meinem Arzt machen und mir eine Spezialdiät verschreiben lassen.,2
2081," Ich habe immer wieder versucht, einen Arzt zu finden, der mir hilft, aber sie alle sagen mir immer das gleiche: Du musst weniger essen und mehr Sport treiben.",0
17951," Ich möchte in der Lage sein, in den nächsten 2 Wochen mindestens 5 kg abzunehmen.",0
23222, Ich habe zu viel Gewicht und will wieder in Form kommen.,0
21642, Ich habe mir einen Fitness-Coach gesucht und ein Trainingsprogramm ausgearbeitet.,1
4077, Ich bin ein ,0
24996," Was kannst du tun, um an deinem mit deinen Essgewohnheiten zu arbeiten?",0
3104," Ich werde immer ein paar Minuten dafür einplanen, mich zu bewegen.",2
18153, Ich habe vor einigen Jahren ein paar Wochen lang sehr streng abgenommen.,1
20792," Was muss sich tun, damit du das Verhalten ändern kannst?",0
3450, Ich bin bereit.,2
20399," Ich möchte gesünder leben, mehr Sport machen und abnehmen.",0
14639, Ich fühle mich schlapp und habe kaum noch Energie.,0
22090, Ich möchte abnehmen.,2
7706, Ich werde mich besser fühlen.,0
3673, Ich habe keine Lust mehr darauf und will aufgeben.,2
17447," Ich mache mir auch Sorgen, dass ich es nicht schaffen werde, meine Essgewohnheiten umzustellen.",0
11814," Ich weiß nicht, was ich tun soll.",0
12148, Hi!,1
24165, Ich habe eine Ernährungstagebuch und wiege mich regelmäßig.,1
11830, Ich werde die Sache angehen.,2
16694, Ich habe mich geschämt und mich für mein Gewicht verachtet.,1
7299, Ich brauche ein gesünderes Leben!,0
11619, Ich bin so frustriert.,0
14517, Ich habe mich sehr darum bemüht.,1
21946, Ich möchte nicht mehr so viel essen.,0
18200," Ich habe versucht, mehr Sport zu treiben und weniger zu essen.",1
1467," Was kannst du tun, um dein Gewicht zu ändern?",0
12602," Ich kann mir beim Essen vor Augen führen, dass ich nicht mehr der Jüngste bin und meine Gesundheit aufs Spiel setze.",0
8233," Mein Plan ist, dass ich jeden Tag eine Stunde Sport treibe.",2
20062," Ich lache über vieles, was andere nicht so lustig finden.",0
7232, Ich habe ein paar Pfund zugenommen.,0
14860," Meine Gewichtszunahme, die ich auch schon seit ein paar Jahren habe.",0
4700," Gewicht reduzieren, Sport treiben",0
8825, Du solltest mehr Sport treiben.,0
1344, Ich wünsche mir eine schlanke Figur.,0
10633," Ich weiß dann genau, was ich am Tag gegessen habe und kann dann besser planen, was ich an den nächsten Tagen essen muss.",0
19960, Ich will gesünder leben und abnehmen.,0
865," Außerdem habe ich mir vorgenommen, dass ich nur noch einmal am Tag esse.",1
21860, Ich bin sehr faul und habe keine Lust auf Sport.,0
19775, 1.,0
7479," Ich freue mich, weniger zu wiegen, weil ich dann besser in meine Kleidung passte.",0
5628," Ich werde mich daran erinnern, dass ich in der Lage bin, mein Essverhalten zu reflektieren und es bewusst zu ändern.",2
12560, Ich möchte gesünder leben und mich mehr bewegen.,0
1775, Ich muss mehr Sport treiben.,0
523, Ich möchte meinen Körper für die Zukunft fit machen.,2
7695, Ich werde mich viel besser fühlen.,0
12526," Ich will ein paar Pfunde verlieren, aber eigentlich würde ich gern ein paar Kilo abnehmen.",0
15238," Ich kann aufhören, mir selbst so viel Druck zu machen und meinen eigenen Ansprüchen nicht immer gerecht werden zu wollen.",0
411," Ich habe das Gefühl, dass ich nicht viel machen kann um mein Gewicht zu kontrollieren.",0
18799, Ich möchte abnehmen und ich habe keine Zeit für die Ernährungsumstellung.,0
8127, Ich will endlich mal wieder richtig laufen gehen.,2
8027, Ich bin einfach nicht mehr glücklich.,0
20604, Ich habe es auch schon vor.,0
4325," Ich habe mich dazu entschieden, weniger zu essen und mehr Sport zu treiben.",1
10068, Ich werde mir ein besseres Körpergefühl geben können.,0
8592, Ich will aber auch meine Familie und Freunde nicht verlieren.,0
1710, Ich habe einen sehr gesunden Appetit.,0
11879," Ich bin hier um mich selbst zu unterstützen, meinen Weg zu einem gesünderen Gewicht zu finden.",2
841," Ich habe schon einige Diäten gemacht, aber ich konnte mich nicht daran halten.",1
23137, Ich möchte einfach gesünder leben und mehr Spaß haben.,0
5399," Ich brauche eine App, die mir dabei hilft, mich besser zu ernähren und mehr Sport zu treiben.",0
5747, Hallo!,2
16012, KA: Wie viele Kilos willst du denn abnehmen?,0
17833, Ich werde mich gesund ernähren und viel Sport treiben.,2
14103," Was hat dir in den vergangenen Tagen geholfen, damit es mit dem Abnehmen klappt?",1
17459," Ich glaube, dass ich keinen Erfolg haben werde, weil ich nicht die Zeit habe es zu tun.",0
2993, Ich muss mehr Sport machen.,0
18238, Ich habe eine Diät gemacht.,1
25018, Ich bin mir nicht sicher.,0
22033," Ich will mir auch bewusst sein, was ich esse und wie viel.",2
5806," Da ich bisher nur wenig darüber weiß, was ich tun kann und wie ich dabei vorgehen soll, werde ich hier erstmal die verschiedenen Möglichkeiten ausprobieren.",2
11836, H: Ich werde mir eine gesunde Ernährungsweise ausdenken und mich daran halten.,2
21138, Ich möchte nicht mehr als 30 Kilo wiegen.,2
6809, Ich möchte mein Gewicht halten und dabei ein paar Pfunde verlieren.,0
13507, Ich möchte gerne mehr Sport treiben.,0
12968, Ich esse zu viel und ich esse das falsche Zeug.,0
15102," Was kannst du tun, um mit den Belastungen bei der Gewichtskontrolle umzugehen?",0
12610, Ich muss wirklich etwas tun.,0
6096, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
10849," Na ja, ich habe dann immer mehr gegessen.",0
7176," Ich kann auch essen, was ich will und trotzdem abnehmen.",0
1868, Ich möchte abnehmen.,0
25171," Ich möchte an meinen Essgewohnheiten arbeiten, weil ich es nicht mag, wie ich mich fühle.",0
6679, Dann sind meine Töchter auch zufrieden und ich bin es.,0
21338, Ich möchte mehr Obst und Gemüse essen.,2
20332, Ich möchte abnehmen und mehr Sport treiben.,0
8823," Ich wusste gar nicht, dass Du so viel zugenommen hast.",0
17298," Ich habe zuerst einmal meine Ernährung umgestellt, sodass ich weniger Salz und Zucker zu mir nehme.",0
17921," Ich möchte gerne abnehmen, aber ich habe keine Lust dazu.",0
8469, Ich will mich wohler fühlen und mehr Energie haben.,0
1320," Ich wünsche mir, dass ich mich wohl fühle und mein Körper für mich funktioniert.",0
22420," Ich wollte auf gar keinen Fall zunehmen, dass ich mich wie ein Fettwanst fühlte.",0
20184," Ich liebe gutes Essen und kann nicht aufhören, es zu essen.",0
21681, Ich habe eine Ernährungsberatung gemacht und mir einen Ernährungsplan erstellt.,1
18420," Und ich möchte in der Lage sein, meine Kalorienzufuhr einzuschätzen.",0
5516, Ich bin hier um mehr Kontrolle über mein Essverhalten zu gewinnen.,0
17110," Ich will es wieder weg bekommen, aber ich weiß nicht wie.",0
385," Aber ich weiß nicht, wie ich das anstellen soll.",0
1901," Ich habe auch schon einige Kilo abgenommen, aber es ist nicht genug.",0
1002, Ich habe mein Essen in den Griff bekommen.,1
8890, Das wünsche ich mir auch.,0
13589, Ich werde mehr Sport treiben.,2
23311, Hallo!,0
1104, Ich habe zu viel Gewicht.,0
1232, Ich will in einem Jahr 73 Kilo wiegen.,0
13820, Wie kann ich das angehen?,0
18242, Ich habe verschiedene Diäten ausprobiert und auch Sport gemacht.,1
12393," Ich will mehr Sport treiben, ich will mehr Obst und Gemüse essen und ich will schlanker werden.",0
13169," Ich mag es, wie ich mich fühle wenn ich abnehme.",0
20775," Was muss sich tun, damit du das Verhalten ändern kannst?",0
17348, Ich kann auch beim Essen auf meine Gefühle achten.,0
3458, Ich bin bereit!,2
16975, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,1
19230, Ich habe mir einige Diät- und Ernährungsbücher gekauft.,1
22110, Ich will wieder Sport machen.,2
8191, Ich möchte mehr frisches Obst und Gemüse essen.,2
1890," Ich möchte einfach mehr Energie und die paar Kilo loswerden, die ich angesammelt habe.",0
24908, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
15761, Ich habe schon viele Diäten ausprobiert und bin doch immer wieder in alte Muster zurückgefallen.,0
8333, Ich bin seit Jahren Diabetiker und habe immer wieder Probleme bei der Blutzuckereinstellung.,1
22630, Ich habe einen Job und ein Kind.,0
16056, Ich bin einfach zu faul.,0
7444," Ich freue mich darauf, weniger zu wiegen, weil ich dann mehr Energie habe und gesünder leben kann.",0
24422," Ich möchte gerne weniger essen, aber ich schaffe es nicht.",0
21014," Ich bin immer dünn gewesen und wenn ich abnehme, muss ich mich umziehen.",0
12623," Ich mache mir solche Sorgen, dass ich wieder zunehme.",0
12523, Ich will auch mehr Zeit für die Familie haben und mich vielleicht mal wieder verlieben.,0
16647, Ich habe mich auf meine Ernährung und mein Training konzentriert.,1
17425, Ich weiß nicht.,0
20647," Was muss sich tun, damit du das Verhalten ändern kannst?",0
1007," Ich habe mich entschieden, mein Ernährungsverhalten zu ändern und mehr Sport zu treiben.",1
25715," Ich will meine Ernährung umstellen, ich möchte alles gesünder essen und dafür weniger Kalorien zu mir nehmen.",0
22492," Natürlich, ich bin gesundheitliche Gründe.",0
9050," Was wirst du konkret unternehmen, damit du beim Abnehmen mehr Erfolg verzeichnest und weniger frustiert bist?",2
14085," Ich habe auch schon einige Diäten gemacht, aber jedes Mal nach ein paar Wochen wieder aufgehört.",1
6868, Ich möchte mein Gewicht halten und auch etwas abnehmen.,0
14118," Ich habe mich mit meiner Frau unterhalten und sie hat mir gesagt, dass ich ein paar Pfunde zu viel habe.",1
2543, Ich bin einfach zu dick.,0
16984," Eine Sache, die mir hilft, ist, dass ich nicht zu viel essen und mich auch nicht zu lange mit dem Essen aufhalten.",1
